Vitel Mobile Inc,,,,,,,,,,,,,,,,
Inventory Valuation Summary,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
,Part #,Description,,,Asset Account,,,,,Qty,, ,,Unit Cost,Asset Value,
,SP HY L502FGPMDGD,HYUNDAI L502 FINGERPRINT MODULE GOLD,,,Default,,,,,15,,ea,,$ 2.22,$ 33.30,
,SP HY L502FHTPLCDWH,"HYUNDAI L502 FRONT HOUSING, TP, LCD ASSEMBLY WHITE",,,Default,,,,,30,,ea,,$ 15.00,$ 450.00,
,SP HY L502FLPLN,HYUNDAI L502 FLASH LIGHT PROTECT LENS,,,Default,,,,,30,,ea,,$ 0.07,$ 1.98,
,SP HY L502GSMANTSPKMDBK,HYUNDAI L502 GSM ANTENNA-SPEAKER MODULE BLACK,,,Default,,,,,30,,ea,,$ 0.27,$ 8.10,
,SP HY L502HSKSH,HYUNDAI L502 HEAT SINK SHEET,,,Default,,,,,30,,ea,,$ 0.05,$ 1.50,
,SP HY L502LCDCDFB,HYUNDAI L502 LCD CONDUCTIVE FABRIC,,,Default,,,,,30,,ea,,$ 0.09,$ 2.64,
,SP HY L502MCPLN,HYUNDAI L502 MAIN CAMERA PROTECT LENS,,,Default,,,,,30,,ea,,$ 0.03,$ 0.99,
,SP HY L502MIC,HYUNDAI L502 MICROPHONE,,,Default,,,,,30,,ea,,$ 0.09,$ 2.64,
,SP HY L502MNFPC,HYUNDAI L502 MAIN FPC,,,Default,,,,,30,,ea,,$ 0.64,$ 19.32,
,SP HY L502MVCFPC,HYUNDAI L502 MIC-VIBRATOR CONNECTION FPC,,,Default,,,,,30,,ea,,$ 0.11,$ 3.30,
,SP HY L502PCBASW,HYUNDAI L502 PCBA SCREW,,,Default,,,,,60,,ea,,$ 0.00,$ 0.07,
,SP HY L502PLSNRBCV,HYUNDAI L502 P/L SENSOR RUBBER COVER,,,Default,,,,,30,,ea,,$ 0.03,$ 0.83,
,SP HY L502RCV,HYUNDAI L502 RECEIVER,,,Default,,,,,30,,ea,,$ 0.11,$ 3.30,
,SP HY L502RHGD,HYUNDAI L502 REAR HOUSING GOLD,,,Default,,,,,30,,ea,,$ 0.38,$ 11.40,
,SP HY L502RHSW,HYUNDAI L502 ROUND HEAT SCREW,,,Default,,,,,540,,ea,,$ 0.00,$ 0.59,
,SP HY L502SBPCBA,HYUNDAI L502 SUB PCBA,,,Default,,,,,15,,ea,,$ 1.50,$ 22.50,
,SP HY L502SBPCBACFB,HYUNDAI L502 SUB PCBA CONDUCTIVE FABRIC,,,Default,,,,,30,,ea,,$ 0.01,$ 0.26,
,SP HY L502SKB,HYUNDAI L502 SIDE KEY BUTTON,,,Default,,,,,30,,ea,,$ 0.10,$ 3.00,
,SP HY L502SKFPC,HYUNDAI L502 SIDE KEY FPC,,,Default,,,,,30,,ea,,$ 0.27,$ 8.10,
,SP HY L502SPK,HYUNDAI L502 SPEAKER,,,Default,,,,,30,,ea,,$ 0.61,$ 18.30,
,SP HY L502STSW,HYUNDAI L502 SELF-TAPPING SCREW,,,Default,,,,,60,,ea,,$ 0.00,$ 0.07,
,SP HY L502SWLB,HYUNDAI L502 SCREW LABEL,,,Default,,,,,30,,ea,,$ 0.03,$ 0.99,
,SP HY L502VIB,HYUNDAI L502 VIBRATOR,,,Default,,,,,30,,ea,,$ 0.39,$ 11.55,
,SP HY L502WGARHAGD,HYUNDAI L502 WIFI/GPS ANTENNA & REAR HOUSING ASSEMBLY,,,Default,,,,,30,,ea,,$ 0.28,$ 8.31,
,SP HY L503FAWLB,HYUNDAI L503F ANTI-WATER LABEL (PCBA),,,Default,,,,,120,,ea,,$ 0.05,$ 6.00,
,SP HY L503FBCBK,HYUNDAI L503F BATTERY COVER BLACK,,,Default,,,,,50,,ea,,$ 0.85,$ 42.50,
,SP HY L503FBCGD,HYUNDAI L503F BATTERY COVER GOLD,,,Default,,,,,60,,ea,,$ 0.85,$ 51.00,
,SP HY L503FCPL,HYUNDAI L503F CAMERA PROTECT LENS,,,Default,,,,,120,,ea,,$ 0.25,$ 30.00,
,SP HY L503FCXCB,HYUNDAI L503F COAXIAL CABLE,,,Default,,,,,120,,ea,,$ 0.09,$ 10.80,
,SP HY L503FFC,HYUNDAI L503F FRONT CAMERA,,,Default,,,,,120,,ea,,$ 2.02,$ 243.00,
,SP HY L503FFGBRK,HYUNDAI L503F FINGERPRINT BRACKET,,,Default,,,,,120,,ea,,$ 0.08,$ 9.60,
,SP HY L503FFGMDBK,HYUNDAI L503F FINGERPRINT MODULE BLACK,,,Default,,,,,30,,ea,,$ 1.90,$ 57.00,
,SP HY L503FFGMDGD,HYUNDAI L503F FINGERPRINT MODULE GOLD,,,Default,,,,,30,,ea,,$ 1.90,$ 57.00,
,SP HY L503FLCDCF,HYUNDAI L503F LCD GND CONDUCTIVE FABRIC,,,Default,,,,,60,,ea,,$ 0.05,$ 3.00,
,SP HY L503FLSNFPC,HYUNDAI L503F LIGHT SENSOR FPC,,,Default,,,,,120,,ea,,$ 0.50,$ 60.00,
,SP HY L503FMIC,HYUNDAI L503F MIC,,,Default,,,,,120,,ea,,$ 0.08,$ 9.60,
,SP HY L503FPCBACDFM,HYUNDAI L503F MAIN PCBA GND CONDUCTIVE FOAM,,,Default,,,,,120,,ea,,$ 0.05,$ 6.00,
,SP HY L503FPLFC,HYUNDAI L503F PLUS FRONT CAMERA 2.0MP,,,Default,,,,,30,,ea,,$ 0.82,$ 24.60,
,SP HY L503FPLFGPMDBK,HYUNDAI L503F PLUS FINGER PRINT MODULE BLACK,,,Default,,,,,15,,ea,,$ 1.90,$ 28.50,
,SP HY L503FPLFGPMDGD,HYUNDAI L503F PLUS FINGER PRINT MODULE GOLD,,,Default,,,,,15,,ea,,$ 1.90,$ 28.50,
,SP HY L503FPLLS,HYUNDAI L503F PLUS LIGHT SENSOR FPC,,,Default,,,,,60,,ea,,$ 0.50,$ 30.00,
,SP HY L503FPLRC,HYUNDAI L503F PLUS REAR CAMERA 8.0MP,,,Default,,,,,30,,ea,,$ 3.04,$ 91.35,
,SP HY L503FPLSBPCBA,HYUNDAI L503F PLUS SUB PCBA,,,Default,,,,,30,,ea,,$ 0.90,$ 27.00,
,SP HY L503FPLSNRC,HYUNDAI L503F P/L SENSOR RUBBER COVER,,,Default,,,,,120,,ea,,$ 0.06,$ 7.20,
,SP HY L503FRHBK,HYUNDAI L503F REAR HOUSING ASSEMBLY BLACK,,,Default,,,,,60,,ea,,$ 0.90,$ 54.00,
,SP HY L503FRHGD,HYUNDAI L503F REAR HOUSING ASSEMBLY GOLD,,,Default,,,,,60,,ea,,$ 0.90,$ 54.00,
,SP HY L503FRHSTSW,HYUNDAI L503F ROUND HEAD SELF-TAPPING SCREW,,,Default,,,,,240,,ea,,$ 0.05,$ 12.00,
,SP HY L503FSBFPC,HYUNDAI L503F SIDE BUTTON FPC,,,Default,,,,,180,,ea,,$ 0.18,$ 32.40,
,SP HY L503FSBPCBACFM,HYUNDAI L503F SUB PCBA GND CONDUCTIVE FOAM,,,Default,,,,,60,,ea,,$ 0.05,$ 3.00,
,SP HY L503FSFPC,HYUNDAI L503F SIDE FPC,,,Default,,,,,30,,ea,,$ 0.25,$ 7.50,
,SP HY L503FSKBGD,HYUNDAI L503F SIDE KEY BUTTON GOLD,,,Default,,,,,30,,ea,,$ 0.18,$ 5.40,
,SP HY L503FSTSW,HYUNDAI L503F SELF-TAPPING SCREW,,,Default,,,,,960,,ea,,$ 0.05,$ 48.00,
,SP HY L503FSW,HYUNDAI L503F SCREW 3.0mm,,,Default,,,,,600,,ea,,$ 0.05,$ 30.00,
,SP HY L503FVIB,HYUNDAI L503F VIBRATOR,,,Default,,,,,120,,ea,,$ 0.30,$ 36.00,
,SP HY L505BAT,HYUNDAI L505 BATTERY,,,Default,,,,,3,,ea,,$ 1.50,$ 4.50,
,SP HY L505BC,HYUNDAI L505 BACK CAMERA,,,Default,,,,,77,,ea,,$ 2.67,$ 205.59,
,SP HY L505BCBK,HYUNDAI L505 BACK COVER BLACK,,,Default,,,,,77,,ea,,$ 1.10,$ 84.70,
,SP HY L505BCGD,HYUNDAI L505 BACK COVER GOLD,,,Default,,,,,292,,ea,,$ 0.98,$ 285.60,
,SP HY L505BCWH,HYUNDAI L505 BACK COVER WHITE,,,Default,,,,,160,,ea,,$ 1.10,$ 176.00,
,SP HY L505DA,HYUNDAI L505 DIVERSITY ANTENNA,,,Default,,,,,57,,ea,,$ 0.05,$ 2.85,
,SP HY L505FC,HYUNDAI L505 FRONT CAMERA,,,Default,,,,,100,,ea,,$ 0.80,$ 80.00,
,SP HY L505FP,HYUNDAI L505 FLEX POWER,,,Default,,,,,70,,ea,,$ 0.00,$ 0.00,
,SP HY L505LCD,HYUNDAI L505 LCD,,,Default,,,,,81,,ea,,$ 9.16,$ 741.96,
,SP HY L505MH,HYUNDAI L505 MIDDLE HOUSINGS BLACK,,,Default,,,,,169,,ea,,$ 1.17,$ 197.73,
,SP HY L505MIC,HYUNDAI L505 MICROPHONE,,,Default,,,,,30,,ea,,$ 0.07,$ 2.10,
,SP HY L505PCBA,HYUNDAI L505 PCBA,,,Default,,,,,48,,ea,,$ 31.63,"$ 1,518.24",
,SP HY L505RCV,HYUNDAI L505 RECEIVER,,,Default,,,,,92,,ea,,$ 0.10,$ 9.20,
,SP HY L505SBPCBA,HYUNDAI L505 SUB PCBA,,,Default,,,,,134,,ea,,$ 11.85,"$ 1,587.90",
,SP HY L505SPK,HYUNDAI L505 SPEAKER,,,Default,,,,,12,,ea,,$ 0.41,$ 4.92,
,SP HY L505SPKM,HYUNDAI L505 SPEAKER MESH,,,Default,,,,,523,,ea,,$ 0.05,$ 26.15,
,SP HY L505SR,HYUNDAI L505 LIGHT SENSOR RUBBERJACKET,,,Default,,,,,87,,ea,,$ 0.03,$ 2.61,
,SP HY L505TP LCDFHBL,HYUNDAI L505 TP+ LCD+ FRONT HOUSING BLUE,,,Default,,,,,1,,ea,,$ 0.00,$ 0.00,
,SP HY L505TPBK,HYUNDAI L505 TP BLACK,,,Default,,,,,10,,ea,,$ 2.23,$ 22.30,
,SP HY L505TPWH,HYUNDAI L505 TP WHITE,,,Default,,,,,2,,ea,,$ 2.23,$ 4.46,
,SP HY L505VIB,HYUNDAI L505 VIBRATOR,,,Default,,,,,120,,ea,,$ 0.49,$ 58.80,
,SP HY L505VKBL,HYUNDAI L505 VOLUME KEYPAD BLUE,,,Default,,,,,10,,ea,,$ 0.05,$ 0.50,
,SP HY L505VKBLK,HYUNDAI L505 VOLUME KEYPAD BLACK,,,Default,,,,,18,,ea,,$ 0.05,$ 0.90,
,SP HY L505VKGD,HYUNDAI L505 VOLUME KEYPAD GOLD,,,Default,,,,,26,,ea,,$ 0.05,$ 1.30,
,SP HY L505VKWH,HYUNDAI L505 VOLUME KEYPAD WHITE,,,Default,,,,,19,,ea,,$ 0.05,$ 0.95,
,SP HY L505WFBTGPAT,HYUNDAI L505 WIFI/BT/GPS ANTENNA,,,Default,,,,,51,,ea,,$ 0.09,$ 4.59,
,SP HY L506BAT,HYUNDAI L506 BATTERY,,,Default,,,,,120,,ea,,$ 3.12,$ 374.40,
,SP HY L506TP+LCD,HYUNDAI L506 TP+LCD,,,Default,,,,,130,,ea,,$ 10.23,"$ 1,329.90",
,SP HY L553BAT,HYUNDAI L533 BATTERY WITH LABEL,,,Default,,,,,"1,139",,ea,,$ 2.64,"$ 3,006.96",
,SP HY L553LCD,HYUNDAI L553 LCD,,,Default,,,,,732,,ea,,$ 5.57,"$ 4,078.40",
,SP HY L553TPBK,HYUNDAI L553 TP BLACK,,,Default,,,,,759,,ea,,$ 2.14,"$ 1,624.26",
,SP HY L565AB,HYUNDAI L565 ANTENNA BRACKET,,,Default,,,,,4,,ea,,$ 0.04,$ 0.16,
,SP HY L565BATCVBK,HYUNDAI L565 BATTERY COVER BLACK,,,Default,,,,,21,,ea,,$ 3.13,$ 65.73,
,SP HY L565BC,HYUNDAI L565 BACK CAMERA,,,Default,,,,,7,,ea,,$ 10.00,$ 70.00,
,SP HY L565CR,HYUNDAI L565 CAMERA RUBBER,,,Default,,,,,52,,ea,,$ 0.03,$ 1.56,
,SP HY L565GSMAT,HYUNDAI L565 GSM ANTENNA,,,Default,,,,,1,,ea,,$ 0.20,$ 0.20,
,SP HY L565MCSL,HYUNDAI L565 MIDDLE COVER SILVER,,,Default,,,,,22,,ea,,$ 24.68,$ 542.96,
,SP HY L565MRLG,HYUNDAI L565 MIC RUBBER LARGE,,,Default,,,,,52,,ea,,$ 0.03,$ 1.56,
,SP HY L565MRSM,HYUNDAI L565 MIC RUBBER SMALL,,,Default,,,,,30,,ea,,$ 0.03,$ 0.90,
,SP HY L565PCBA,HYUNDAI L565 PCBA,,,Default,,,,,6,,ea,,$ 65.00,$ 390.00,
,SP HY L565PKSV,HYUNDAI L565 POWER KEY SILVER,,,Default,,,,,50,,ea,,$ 0.60,$ 30.00,
,SP HY L565RFCAB,HYUNDAI L565 RF CABLE,,,Default,,,,,40,,ea,,$ 0.18,$ 7.20,
,SP HY L565SKSL,HYUNDAI L565 SIDE VOLUME KEY SILVER,,,Default,,,,,50,,ea,,$ 0.60,$ 30.00,
,SP HY L565SPKGD,HYUNDAI L565 SIDE POWER KEY GOLD,,,Default,,,,,50,,ea,,$ 0.60,$ 30.00,
,SP HY L565SVKGD,HYUNDAI L565 SIDE VOLUME KEY GOLD,,,Default,,,,,50,,ea,,$ 0.60,$ 30.00,
,SP HY L565TP,HYUNDAI L565 TP PROTECTING FILM-ONE LAYER,,,Default,,,,,50,,ea,,$ 0.08,$ 4.00,
,SP HY L56EP,HYUNDAI L565 EARPHONE,,,Default,,,,,40,,ea,,$ 1.41,$ 56.40,
,SP HY L601FFFGPMGD,HYUNDAI L601F FINGER PRINT MODULE GOLD,,,Default,,,,,15,,ea,,$ 2.00,$ 30.00,
,SP HY L601FFGMDBK,HYUNDAI L601F FINGERPRINT MODULE BLACK,,,Default,,,,,15,,ea,,$ 2.00,$ 30.00,
,SP HY L604BAT,HYUNDAI L604 BATTERY,,,Default,,,,,259,,ea,,$ 2.66,$ 688.94,
,SP HY L604LCD,HYUNDAI L604 LCD,,,Default,,,,,37,,ea,,$ 7.90,$ 292.30,
,SP HY L604TPBK,HYUNDAI L604 TP BLACK,,,Default,,,,,117,,ea,,$ 2.62,$ 306.54,
,SP HY L610BAT,HYUNDAI L610 BATTERY,,,Default,,,,,66,,ea,,$ 3.86,$ 254.76,
,SP HY L610TP+LCD,HYUNDAI L610 TP +LCD,,,Default,,,,,74,,ea,,$ 17.50,"$ 1,295.00",
,SP HY L622TP+LCD,HYUNDAI L622 TP+LCD,,,Default,,,,,5,,ea,,$ 20.80,$ 104.00,
,SP HY L651BAT,HYUNDAI L651 BATTERY,,,Default,,,,,610,,ea,,$ 6.24,"$ 3,806.40",
,SP HY L651BCGP,HYUNDAI L651 BATTERY COVER GRAPHITE PAPER,,,Default,,,,,731,,ea,,$ 0.15,$ 109.65,
,SP HY L651BCV,HYUNDAI L651 BACK COVER,,,Default,,,,,131,,ea,,$ 0.38,$ 49.78,
,SP HY L651BTCBK,HYUNDAI L651 BATTERY COVER BLACK,,,Default,,,,,236,,ea,,$ 1.92,$ 453.12,
,SP HY L651BTCBL,HYUNDAI L651 BATTERY COVER BLUE,,,Default,,,,,236,,ea,,$ 1.92,$ 453.12,
,SP HY L651BTCGN,HYUNDAI L651 BATTERY COVER GREEN,,,Default,,,,,236,,ea,,$ 1.92,$ 453.12,
,SP HY L651FCRC,HYUNDAI L651 FRONT CAMERA RUBBER CASE,,,Default,,,,,86,,ea,,$ 0.07,$ 6.02,
,SP HY L651FCV,HYUNDAI L651 FRONT COVER,,,Default,,,,,186,,ea,,$ 2.66,$ 494.76,
,SP HY L651FVC,HYUNDAI L651 FRONT VICE CAMERA,,,Default,,,,,86,,ea,,$ 0.87,$ 74.82,
,SP HY L651LCD,HYUNDAI L651 LCD,,,Default,,,,,697,,ea,,$ 18.22,"$ 12,699.34",
,SP HY L651LSNRC,HYUNDAI L651 L-SENSOR RUBBER CASE,,,Default,,,,,86,,ea,,$ 0.09,$ 7.74,
,SP HY L651MANT,HYUNDAI L651 MAIN ANTENNA,,,Default,,,,,86,,ea,,$ 0.13,$ 11.18,
,SP HY L651MFPC,HYUNDAI L651 MAIN FPC,,,Default,,,,,86,,ea,,$ 0.38,$ 32.68,
,SP HY L651MICRC,HYUNDAI L651 MIC RUBBER CASE,,,Default,,,,,86,,ea,,$ 0.09,$ 7.74,
,SP HY L651PCBA,HYUNDAI L651 PCBA,,,Default,,,,,82,,ea,,$ 40.38,"$ 3,311.16",
,SP HY L651PCBAGP,HYUNDAI L651 PCBA GRAPHITE PAPER,,,Default,,,,,185,,ea,,$ 0.21,$ 38.85,
,SP HY L651PFL,HYUNDAI L651 PROTECTIVE FILM,,,Default,,,,,86,,ea,,$ 0.14,$ 12.04,
,SP HY L651RCLN,HYUNDAI L651 REAR CAMERA LENS,,,Default,,,,,181,,ea,,$ 0.57,$ 103.17,
,SP HY L651RCRC,HYUNDAI L651 REAR CAMERA RUBBER CASE,,,Default,,,,,86,,ea,,$ 0.07,$ 6.02,
,SP HY L651RFCXLN,HYUNDAI L651 RF COAXIAL LINE,,,Default,,,,,86,,ea,,$ 0.11,$ 9.46,
,SP HY L651RVC,HYUNDAI L651 REAR VICE CAMERA,,,Default,,,,,86,,ea,,$ 0.91,$ 78.26,
,SP HY L651RVCRC,HYUNDAI L651 REAR VICE CAMERA RUBBER CASE,,,Default,,,,,86,,ea,,$ 0.07,$ 6.02,
,SP HY L651RVFPC,HYUNDAI L651 RECEIVER FPC,,,Default,,,,,86,,ea,,$ 0.35,$ 30.10,
,SP HY L651SBPCBA,HYUNDAI L651 SUB PCBA,,,Default,,,,,85,,ea,,$ 1.91,$ 162.35,
,SP HY L651SIMCBBK,HYUNDAI L651 SIM CARD BRACKET BLACK,,,Default,,,,,181,,ea,,$ 0.52,$ 94.12,
,SP HY L651SIMCBBL,HYUNDAI L651 SIM CARD BRACKET BLUE,,,Default,,,,,181,,ea,,$ 0.52,$ 94.12,
,SP HY L651SIMCBGN,HYUNDAI L651 SIM CARD BRACKET GREEN,,,Default,,,,,181,,ea,,$ 0.52,$ 94.12,
,SP HY L651SKFPC,HYUNDAI L651 SIDE KEY FPC,,,Default,,,,,86,,ea,,$ 0.77,$ 66.22,
,SP HY L651SPK,HYUNDAI L651 SPEAKER,,,Default,,,,,86,,ea,,$ 0.48,$ 41.28,
,SP HY L651SPKFPC,HYUNDAI L651 SPEAKER FPC,,,Default,,,,,86,,ea,,$ 0.38,$ 32.68,
,SP HY L651SPKHD,HYUNDAI L651 SPEAKER HOLDER,,,Default,,,,,86,,ea,,$ 0.52,$ 44.72,
,SP HY L651TPUCV,HYUNDAI L651 TPU COVER,,,Default,,,,,86,,ea,,$ 0.37,$ 31.82,
,SP HY L651VIB,HYUNDAI L651 VIBRATOR,,,Default,,,,,86,,ea,,$ 0.34,$ 29.24,
,SP HY L651WIFI/GPS/BT,HYUNDAI L651 WIFI/GPS/BT ANTENNA,,,Default,,,,,86,,ea,,$ 0.08,$ 6.88,
,SP HY ORBBC,HYUNDAI ORBIT BACK CAMERA,,,Default,,,,,7,,ea,,$ 6.19,$ 43.33,
,SP HY ORBBMHS+BCV,HYUNDAI ORBIT BOTTOM HOUSING + BACK COVER,,,Default,,,,,40,,ea,,$ 4.13,$ 165.20,
,SP HY ORBBTGPSANT,HYUNDAI ORBIT BT+GPS+ANTENNA,,,Default,,,,,20,,ea,,$ 0.08,$ 1.60,
,SP HY ORBCL,HYUNDAI ORBIT CAMERA LENS,,,Default,,,,,17,,ea,,$ 0.71,$ 12.07,
,SP HY ORBFC,HYUNDAI ORBIT FRONT CAMERA,,,Default,,,,,7,,ea,,$ 2.63,$ 18.41,
,SP HY ORBFGPR,HYUNDAI ORBIT FINGER PRINT,,,Default,,,,,17,,ea,,$ 5.09,$ 86.53,
,SP HY ORBGSMANT,HYUNDAI ORBIT GSM ANTENNA,,,Default,,,,,20,,ea,,$ 0.08,$ 1.60,
,SP HY ORBMNFPC,HYUNDAI ORBIT MAIN FPC,,,Default,,,,,50,,ea,,$ 0.34,$ 17.00,
,SP HY ORBMNPCBA,HYUNDAI ORBIT MINI PCBA,,,Default,,,,,5,,ea,,$ 0.49,$ 2.45,
,SP HY ORBRCVMH,HYUNDAI ORBIT RECEIVER MESH,,,Default,,,,,20,,ea,,$ 0.12,$ 2.40,
,SP HY ORBSDFPC,HYUNDAI ORBIT SIDE BUTTON FPC,,,Default,,,,,20,,ea,,$ 0.07,$ 1.40,
,SP HY ORBSPKMH,HYUNDAI ORBIT SPEAKER MESH,,,Default,,,,,20,,ea,,$ 0.03,$ 0.60,
,SP HY P200BAT,HYUNDAI P200 PULSE LITE BATTERY,,,Default,,,,,9,,ea,,$ 1.82,$ 16.38,
,SP HY TI5KAHS,HYUNDAI TITAN 5K A HOUSING,,,Default,,,,,100,,ea,,$ 2.50,$ 250.00,
,SP HY TI5KBAT,HYUNDAI TITAN 5K BATTERY,,,Default,,,,,5,,ea,,$ 5.30,$ 26.50,
,SP HY TI5KBC,HYUNDAI TITAN 5K BACK CAMERA,,,Default,,,,,60,,ea,,$ 6.20,$ 372.00,
,SP HY TI5KBCVPKSMGD,"HYUNDAI TITAN 5K BACK COVER GOLD, VOLUME, POWER KEY & SPEAKER MESH",,,Default,,,,,20,,ea,,$ 1.20,$ 24.00,
,SP HY TI5KBCVPKSMGR,"HYUNDAI TITAN 5K BACK COVER GRAY, VOLUME, POWER KEY & SPEAKER MESH",,,Default,,,,,65,,ea,,$ 1.20,$ 78.00,
,SP HY TI5KBCVPKSMWH,"HYUNDAI TITAN 5K BACK COVER WHITE, VOLUME, POWER KEY & SPEAKER MESH",,,Default,,,,,57,,ea,,$ 1.20,$ 68.40,
,SP HY TI5KBHS,HYUNDAI TITAN 5K BOTTOM HOUSING,,,Default,,,,,100,,ea,,$ 0.50,$ 50.00,
,SP HY TI5KBTGPSGSMDA,"HYUNDAI TITAN 5K BT GPS,GSM, +DUMMY ANTENNA",,,Default,,,,,164,,ea,,$ 0.08,$ 13.12,
,SP HY TI5KCL,HYUNDAI TITAN 5K CAMERA LENS,,,Default,,,,,57,,ea,,$ 0.04,$ 2.28,
,SP HY TI5KFC,HYUNDAI TITAN 5K FRONT CAMERA,,,Default,,,,,60,,ea,,$ 2.30,$ 138.00,
,SP HY TI5KMNFPC,HYUNDAI TITAN 5K MAIN FPC,,,Default,,,,,125,,ea,,$ 0.06,$ 7.50,
,SP HY TI5KMNPCBA,HYUNDAI TITAN 5K MINI PCBA,,,Default,,,,,101,,ea,,$ 0.80,$ 80.80,
,SP HY TI5KRCVMSH,HYUNDAI TITAN 5K RECEIVER MESH,,,Default,,,,,100,,ea,,$ 0.06,$ 6.00,
,SP HY TI5KSDFPC,HYUNDAI TITAN 5K SIDE BUTTON FPC,,,Default,,,,,155,,ea,,$ 0.15,$ 23.25,
,SP HY TILTEGSMANT,HYUNDAI TITAN LTE GSM ANTENNA,,,Default,,,,,152,,ea,,$ 0.07,$ 10.64,
,SP HY TILTELCD+TPGD,HYUNDAI TITAN LTE LCD+TP GOLD,,,Default,,,,,190,,ea,,$ 19.41,"$ 3,687.44",
,SP HY TILTELCD+TPGR,HYUNDAI TITAN LTE LCD+TP GREY,,,Default,,,,,47,,ea,,$ 19.42,$ 912.79,
,SP HY TILTELCD+TPWH,HYUNDAI TITAN LTE LCD+TP WHITE,,,Default,,,,,85,,ea,,$ 19.41,"$ 1,650.26",
,SP HY TILTEPC,HYUNDAI TITAN LTE PHONE CASE,,,Default,,,,,9,,ea,,$ 0.46,$ 4.10,
,SP HY W215BAT,HYUNDAI W215 BATTERY,,,Default,,,,,4,,ea,,$ 1.00,$ 4.00,
,,,,,,,,,,,,,Location Total:,,"$ 247,037.94",
,,,,,,,,,,,,Location Group Total:,,,"$ 247,037.94",
Joseph,,,,,,,,,,,,,,,,
Shipping,,,,,,,,,,,,,,,,
,SM A266MLGDTPA,SAMSUNG GALAXY A26 5G 6+128GB MINT,,,Default,,,,,1,,ea,,$ 197.75,$ 197.75,
,SM A366ELVDTPA,SAMSUNG GALAXY A36 5G 8+128GB AWESOME LAVENDER,,,Default,,,,,1,,ea,,$ 210.00,$ 210.00,
,SM A376BLVJGTO,SAMSUNG GALAXY A37 5G 6+128GB LIGHT VIOLET,,,Default,,,,,3,,ea,,$ 292.95,$ 878.84,
,SM A566EZAATPA,SAMSUNG GALAXY A56 5G 8+128GB AWESOME LIGHTGRAY,,,Default,,,,,1,,ea,,$ 260.00,$ 260.00,
,SM A576BLBEGTO,SAMSUNG GALAXY A57 5G 8+128GB LIGHT BLUE,,,Default,,,,,3,,ea,,$ 375.06,"$ 1,125.18",
,SM S938BZBJTPA,SAMSUNG GALAXY S25 ULTRA 12+256GB TITANIUM SILVERBLUE,,,Default,,,,,1,,ea,,$ 900.00,$ 900.00,
,,,,,,,,,,,,,Location Total:,,"$ 3,571.76",
Stock,,,,,,,,,,,,,,,,
,AC SM EF-DX620UBEGWW,SAMSUNG GALAXY TAB S10 FE PLUS BOOK COVER KEYBOARD - X620,,,Default,,,,,3,,ea,,$ 25.50,$ 76.50,
,AC SM EF-DX720UBEGWW,SAMSUNG GALAXY TAB S10 FE BOOK COVER KEYBOARD SLIM - X520,,,Default,,,,,1,,ea,,$ 21.00,$ 21.00,
,SM A256EZYDTPA,SAMSUNG GALAXY A25 5G 6+128GB YELLOW,,,Default,,,,,1,,ea,,$ 155.00,$ 155.00,
,SM A266MLGDTPA,SAMSUNG GALAXY A26 5G 6+128GB MINT,,,Default,,,,,15,,ea,,$ 197.75,"$ 2,966.24",
,SM A356ELVDTPA,SAMSUNG GALAXY A35 5G 8+128GB AWESOME LILAC,,,Default,,,,,1,,ea,,$ 210.00,$ 210.00,
,SM A366EZADTPA,SAMSUNG GALAXY A36 5G 8+128GB AWESOME WHITE,,,Default,,,,,14,,ea,,$ 210.00,"$ 2,940.00",
,SM A376BLVJGTO,SAMSUNG GALAXY A37 5G 6+128GB LIGHT VIOLET,,,Default,,,,,1,,ea,,$ 292.95,$ 292.95,
,SM A556ELBLTPA,SAMSUNG GALAXY A55 5G 8+128GB AWESOME ICEBLUE,,,Default,,,,,1,,ea,,$ 255.00,$ 255.00,
,SM A566EZAATPA,SAMSUNG GALAXY A56 5G 8+128GB AWESOME LIGHTGRAY,,,Default,,,,,14,,ea,,$ 260.00,"$ 3,640.00",
,SM A576BLBEGTO,SAMSUNG GALAXY A57 5G 8+128GB LIGHT BLUE,,,Default,,,,,1,,ea,,$ 375.06,$ 375.06,
,SM F766BDBKGTO,SAMSUNG GALAXY Z FLIP 7 12+512GB BLUE SHADOW,,,Default,,,,,1,,ea,,$ 930.41,$ 930.41,
,SM F956BZSJTPA,SAMSUNG GALAXY FOLD 6 12+256GB SILVER SHADOW,,,Default,,,,,1,,ea,,"$ 1,541.08","$ 1,541.08",
,SM F966BDBKGTO,SAMSUNG GALAXY Z FOLD 7 12+512GB BLUE SHADOW,,,Default,,,,,1,,ea,,"$ 1,591.38","$ 1,591.38",
,SM S928BZTKTPA,SAMSUNG GALAXY S24 ULTRA 256GB TITANIUM GRAY,,,Default,,,,,1,,ea,,$ 740.00,$ 740.00,
,SM S942BZWKGTO,SAMSUNG GALAXY S26 12+256GB WHITE,,,Default,,,,,1,,ea,,$ 729.98,$ 729.98,
,SM S947BLBJGTO,SAMSUNG GALAXY S26 PLUS 12+256GB SKY BLUE,,,Default,,,,,1,,ea,,$ 668.10,$ 668.10,
